"AÑO","DEPARTAMENTO","PROVINCIA","MUNICIPIO","No. ACCESOS FIJOS","POBLACIÓN DANE"
2022,"Antioquia","ORIENTE (ANTIOQUIA)","EL CARMEN DE VIBORAL",14760,63183
2022,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","ARGELIA",171,5526
2021,"Bolivar","DIQUE BOLIVARENSE","SAN ESTANISLAO",370,19406
2021,"Antioquia","URABA","NECOCLI",2581,44348
2022,"Cundinamarca","SUMAPAZ","PANDI",375,5587
2022,"Tolima","NORTE (TOLIMA)","HONDA",4299,25848
2022,"Narino","CENTRO (NARINO)","TANGUA",257,13978
2022,"Meta","PIEDEMONTE","CUMARAL",2724,24451
2021,"Cundinamarca","GUAVIO","JUNIN",128,6225
2021,"Tolima","SURORIENTE","SALDANA",244,14736
2022,"Choco","PACIFICO SUR","ALTO BAUDO",31,30172
2021,"Antioquia","NORDESTE","SAN ROQUE",2254,22355
2022,"Antioquia","NORTE (ANTIOQUIA)","CAMPAMENTO",429,9587
2022,"Antioquia","NORDESTE","AMALFI",1372,27398
2022,"Antioquia","SUROESTE","SANTA BARBARA",2558,27493
2022,"Valle Del Cauca","SUR (VALLE DEL CAUCA)","DAGUA",7640,49513
2021,"Boyaca","OCCIDENTE (BOYACA)","QUIPAMA",17,5104
2022,"Norte De Santander","OCCIDENTE (NORTE DE SANTANDER)","ABREGO",942,35419
2022,"Boyaca","RICAURTE","SAN JOSE DE PARE",160,5213
2022,"Arauca","ARAUCA","CRAVO NORTE",407,4434
2022,"Boyaca","OCCIDENTE (BOYACA)","PAUNA",286,7462
2022,"Santander","VELEZ","AGUADA",7,1924
2022,"Cundinamarca","SUMAPAZ","VENECIA",13,4726
2021,"Antioquia","NORTE (ANTIOQUIA)","SANTA ROSA DE OSOS",4301,38066
2021,"Santander","GARCIA ROVIRA","SAN JOSE DE MIRANDA",177,4365
2021,"Cundinamarca","ALTO MAGDALENA","TOCAIMA",860,17143
2022,"Norte De Santander","CENTRO (NORTE DE SANTANDER)","GRAMALOTE",340,8180
2021,"Boyaca","RICAURTE","MONIQUIRA",1746,23560
2022,"Tolima","SUR (TOLIMA)","COYAIMA",574,23373
2021,"Santander","GUANENTA","PINCHOTE",220,5379
2022,"Bolivar","DIQUE BOLIVARENSE","TURBACO",17880,113746
2021,"Sucre","SABANAS (SUCRE)","LOS PALMITOS",545,23972
2021,"Cordoba","COSTANERA","SAN ANTERO",2243,35628
2022,"Cundinamarca","SABANA OCCIDENTE","COTA",10741,37793
2021,"Magdalena","RIO","CERRO SAN ANTONIO",288,10767
2022,"Caldas","CENTRO (CALDAS)","VILLAMARIA",14049,68168
2022,"Magdalena","CENTRO (MAGDALENA)","TENERIFE",410,14482
2022,"Norte De Santander","SUR ORIENTE","DURANIA",30,5082
2021,"Casanare","CASANARE","TRINIDAD",548,14382
2021,"Antioquia","ORIENTE (ANTIOQUIA)","RETIRO",7248,24776
2021,"Atlantico","SUR (ATLANTICO)","LURUACO",668,30283
2022,"Quindio","CAPITAL (QUINDIO)","BUENAVISTA",25,3187
2021,"Choco","SAN JUAN","RIO IRO",8,5570
2021,"Cordoba","SABANAS (CORDOBA)","SAN ANDRES DE SOTAVENTO",673,49458
2022,"Bolivar","MAGDALENA MEDIO BOLIVARENSE","SIMITI",1681,19733
2022,"Vichada","VICHADA","PUERTO CARRENO",956,21868
2021,"Antioquia","SUROESTE","URRAO",2549,31312
2022,"Cundinamarca","ALMEIDAS","MACHETA",46,6748
2022,"Norte De Santander","CENTRO (NORTE DE SANTANDER)","SANTIAGO",14,3798
2021,"Cundinamarca","ORIENTE (CUNDINAMARCA)","CHOACHI",1141,11915
2021,"Huila","NORTE (HUILA)","SANTA MARIA",181,10895
2021,"Narino","CENTRO (NARINO)","PASTO",83288,405730
2021,"Boyaca","MARQUEZ","JENESANO",244,7508
2021,"Choco","SAN JUAN","MEDIO SAN JUAN",233,11168
2022,"Santander","COMUNERA","HATO",7,2386
2022,"Antioquia","OCCIDENTE (ANTIOQUIA)","URAMITA",280,7153
2022,"Cundinamarca","BAJO MAGDALENA","CAPARRAPI",1405,13887
2021,"Cesar","CENTRAL","TAMALAMEQUE",12,16841
2022,"Valle Del Cauca","ORIENTE (VALLE DEL CAUCA)","SEVILLA",5339,43531
2021,"Sucre","SAN JORGE (SUCRE)","SAN MARCOS",1755,60108
2021,"Boyaca","TUNDAMA","CORRALES",113,2595
2022,"Meta","PIEDEMONTE","SAN JUANITO",12,1373
2022,"Cauca","SUR (CAUCA)","ARGELIA",437,27527
2022,"Antioquia","ORIENTE (ANTIOQUIA)","EL SANTUARIO",11076,37481
2022,"Tolima","NEVADOS","CASABIANCA",15,6391
2022,"Norte De Santander","OCCIDENTE (NORTE DE SANTANDER)","LA PLAYA",8,8562
2021,"Bolivar","LOBA","BARRANCO DE LOBA",537,15793
2021,"Casanare","CASANARE","PAZ DE ARIPORO",2474,38967
2022,"Choco","SAN JUAN","RIO IRO",12,5676
2021,"Cundinamarca","MAGDALENA CENTRO","BITUIMA",10,2654
2022,"Magdalena","RIO","ZAPAYAN",2,10791
2022,"Tolima","ORIENTE (TOLIMA)","CARMEN DE APICALA",278,11072
2022,"Norte De Santander","ORIENTAL","VILLA DEL ROSARIO",17756,114196
2022,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","EL AGUILA",100,9116
2021,"Boyaca","CENTRO (BOYACA)","SAMACA",1391,19231
2022,"Antioquia","ORIENTE (ANTIOQUIA)","SAN FRANCISCO",944,5901
2021,"Caldas","ALTO OCCIDENTE","LA MERCED",56,6186
2021,"Tolima","SUR (TOLIMA)","CHAPARRAL",4948,53754
2022,"Choco","DARIEN","UNGUIA",165,14018
2022,"Narino","SUR (NARINO)","CONTADERO",305,7520
2022,"Narino","CENTRO (NARINO)","NARINO",321,4504
2022,"Cundinamarca","ALTO MAGDALENA","NILO",440,12336
2021,"Bolivar","MOJANA BOLIVARENSE","MAGANGUE",9334,142069
2022,"La Guajira","SUR (LA GUAJIRA)","FONSECA",3579,49072
2022,"Risaralda","TRES - VERTIENTE DEL PACIFICO","MISTRATO",606,17498
2021,"Antioquia","ORIENTE (ANTIOQUIA)","GUARNE",11320,58183
2022,"Narino","SUR (NARINO)","GUACHUCAL",330,20207
2022,"Antioquia","MAGDALENA MEDIO","YONDO",1479,20406
2022,"Boyaca","VALDERRAMA","CHITA",73,8210
2022,"La Guajira","NORTE (LA GUAJIRA)","DIBULLA",436,44966
2022,"Norte De Santander","OCCIDENTE (NORTE DE SANTANDER)","OCANA",6453,132949
2021,"Cundinamarca","SABANA OCCIDENTE","MOSQUERA",40179,142784
2021,"Boyaca","MARQUEZ","CIENEGA",223,4780
2022,"Tolima","IBAGUE","SAN LUIS",85,13405
2022,"Antioquia","OCCIDENTE (ANTIOQUIA)","HELICONIA",889,5636
2021,"Boyaca","OCCIDENTE (BOYACA)","PAUNA",254,7372
2022,"Antioquia","NORDESTE","SEGOVIA",8900,40231
2022,"Putumayo","PUTUMAYO","SIBUNDOY",520,16441
2021,"Antioquia","NORTE (ANTIOQUIA)","ENTRERRIOS",1928,11767
2021,"Boyaca","SUGAMUXI","AQUITANIA",1063,15950
2022,"Boyaca","GUTIERREZ","EL COCUY",110,4354
2022,"Valle Del Cauca","CENTRO (VALLE DEL CAUCA)","GUADALAJARA DE BUGA",28270,132931
2021,"Boyaca","VALDERRAMA","SOCOTA",90,7460
2022,"Narino","CENTRO (NARINO)","YACUANQUER",500,11347
2022,"Bolivar","MAGDALENA MEDIO BOLIVARENSE","ARENAL",566,7853
2021,"Santander","GUANENTA","MOGOTES",23,10631
2022,"Boyaca","VALDERRAMA","JERICO",43,4068
2021,"Cundinamarca","MAGDALENA CENTRO","GUAYABAL DE SIQUIMA",40,4852
2022,"Caldas","ORIENTE (CALDAS)","SAMANA",806,21171
2022,"Santander","GUANENTA","COROMORO",9,5195
2022,"Norte De Santander","SUR ORIENTE","TOLEDO",65,17340
2021,"Boyaca","RICAURTE","TOGUI",117,4476
2022,"Narino","NORTE (NARINO)","SAN LORENZO",398,19149
2022,"Bolivar","DEPRESION MOMPOSINA","TALAIGUA NUEVO",443,13746
2021,"Quindio","FRIA","FILANDIA",1123,12455
2021,"Valle Del Cauca","CENTRO (VALLE DEL CAUCA)","TULUA",42895,229900
2021,"Huila","CENTRO (HUILA)","SUAZA",702,23043
2021,"Cauca","ORIENTE (CAUCA)","INZA",34,30152
2022,"Boyaca","CENTRO (BOYACA)","TUNJA",51060,183582
2021,"Narino","NORTE (NARINO)","SAN PEDRO DE CARTAGO",10,7024
2021,"Santander","VELEZ","CIMITARRA",974,34795
2022,"Cordoba","SAN JORGE (CORDOBA)","PUERTO LIBERTADOR",219,44643
2021,"Sucre","MORROSQUILLO","PALMITO",11,15736
2022,"Atlantico","CENTRO ORIENTE","SABANALARGA",5294,102325
2021,"Antioquia","OCCIDENTE (ANTIOQUIA)","BURITICA",555,9764
2021,"Boyaca","ORIENTE (BOYACA)","SOMONDOCO",7,2993
2022,"Huila","NORTE (HUILA)","VILLAVIEJA",19,7680
2022,"Norte De Santander","SUR OCCIDENTE","SILOS",15,6955
2021,"Atlantico","OCCIDENTAL","PIOJO",24,7118
2022,"Sucre","MONTES DE MARIA (SUCRE)","COLOSO",5,9189
2021,"Huila","OCCIDENTE (HUILA)","TESALIA",1068,11194
2022,"Santander","GUANENTA","PARAMO",55,4851
2022,"Norte De Santander","OCCIDENTE (NORTE DE SANTANDER)","CONVENCION",67,20752
2022,"Cundinamarca","RIO NEGRO","YACOPI",72,13536
2021,"Risaralda","UNO - VERTIENTE ORIENTAL","SANTA ROSA DE CABAL",15235,79508
2021,"Norte De Santander","OCCIDENTE (NORTE DE SANTANDER)","LA PLAYA",11,8439
2021,"Quindio","VALLE","QUIMBAYA",4597,31513
2021,"Norte De Santander","NORTE (NORTE DE SANTANDER)","SARDINATA",762,27962
2021,"Boyaca","NORTE (BOYACA)","SATIVANORTE",16,2248
2021,"Antioquia","SUROESTE","SALGAR",667,18789
2021,"Bolivar","MONTES DE MARIA (BOLIVAR)","MARIA LA BAJA",1827,49402
2021,"Boyaca","MARQUEZ","UMBITA",150,7784
2021,"Putumayo","PUTUMAYO","VILLAGARZON",334,25798
2022,"Cauca","NORTE (CAUCA)","BUENOS AIRES",111,34741
2022,"Cundinamarca","ORIENTE (CUNDINAMARCA)","CAQUEZA",2399,19231
2022,"Arauca","ARAUCA","ARAUCA",10395,97771
2021,"Antioquia","NORTE (ANTIOQUIA)","SAN PEDRO DE LOS MILAGROS",3639,22983
2021,"Antioquia","NORDESTE","SANTO DOMINGO",506,12729
2022,"Magdalena","RIO","PEDRAZA",11,10236
2021,"Cundinamarca","GUAVIO","GACHETA",489,8975
2022,"Bolivar","MOJANA BOLIVARENSE","MAGANGUE",5555,143690
2021,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","CARTAGO",24612,141993
2021,"Antioquia","OCCIDENTE (ANTIOQUIA)","SANTAFE DE ANTIOQUIA",4374,27327
2021,"Cundinamarca","ORIENTE (CUNDINAMARCA)","UBAQUE",106,7271
2021,"Bolivar","DIQUE BOLIVARENSE","VILLANUEVA",736,25278
2021,"Quindio","CORDILLERANOS","CORDOBA",276,5825
2022,"Antioquia","VALLE DEL ABURRA","MEDELLIN",769787,2572350
2021,"Santander","MARES","ZAPATOCA",28,9746
2022,"Boyaca","NEIRA","CHINAVITA",18,3348
2022,"Magdalena","RIO","REMOLINO",210,12597
2021,"Tolima","IBAGUE","ALVARADO",68,9153
2022,"Santander","GARCIA ROVIRA","CERRITO",256,7001
2022,"Boyaca","MARQUEZ","VIRACACHA",46,2946
2021,"Boyaca","CENTRO (BOYACA)","OICATA",300,2966
2021,"Cesar","SUR (CESAR)","RIO DE ORO",32,18522
2021,"Boyaca","CENTRO (BOYACA)","TOCA",793,9122
2022,"Arauca","ARAUCA","PUERTO RONDON",217,5088
2022,"Norte De Santander","NORTE (NORTE DE SANTANDER)","EL TARRA",100,23058
2022,"Guainia","GUAINIA","PANA PANA",1,2210
2021,"Antioquia","ORIENTE (ANTIOQUIA)","EL CARMEN DE VIBORAL",10665,62600
2021,"Caldas","ALTO OCCIDENTE","RIOSUCIO",4161,53116
2021,"Magdalena","NORTE (MAGDALENA)","ZONA BANANERA",861,75123
2022,"Tolima","NEVADOS","VILLAHERMOSA",15,9689
2022,"Cauca","SUR (CAUCA)","LA VEGA",14,25731
2022,"Cundinamarca","SOACHA","SIBATE",6201,38444
2021,"Tolima","SUR (TOLIMA)","SAN ANTONIO",48,13293
2022,"Tolima","NORTE (TOLIMA)","MARIQUITA - SAN SEBASTIAN DE MARIQUITA",4816,39117
2022,"Magdalena","SUR (MAGDALENA)","SAN SEBASTIAN DE BUENAVISTA",429,21799
2021,"Choco","PACIFICO SUR","ALTO BAUDO",74,29662
2022,"Huila","SUR (HUILA)","ELIAS",11,4465
2022,"Meta","RIO META","CABUYARO",38,6479
2021,"Cundinamarca","RIO NEGRO","PACHO",3827,26621
2022,"Meta","ARIARI","LEJANIAS",487,12188
2021,"Cordoba","SAN JORGE (CORDOBA)","MONTELIBANO",3613,84552
2022,"Tolima","SURORIENTE","ALPUJARRA",43,4692
2022,"Antioquia","VALLE DEL ABURRA","BELLO",142732,557071
2022,"Boyaca","RICAURTE","VILLA DE LEYVA",4076,17282
2021,"Bolivar","MAGDALENA MEDIO BOLIVARENSE","MORALES",889,24027
2022,"Casanare","CASANARE","TAMARA",38,6872
2022,"Cundinamarca","TEQUENDAMA","TENA",223,10846
2021,"Antioquia","SUROESTE","CIUDAD BOLIVAR",2569,26971
2021,"Cundinamarca","UBATE","FUQUENE",92,5303
2021,"Cordoba","SAN JORGE (CORDOBA)","PLANETA RICA",3986,66933
2021,"Cundinamarca","TEQUENDAMA","EL COLEGIO",862,26416
2022,"Narino","COSTA","LA TOLA",21,7595
2022,"Guainia","GUAINIA","CACAHUAL",10,969
2021,"Boyaca","RICAURTE","GACHANTIVA",137,2857
2021,"Santander","SOTO","VETAS",127,2285
2022,"La Guajira","NORTE (LA GUAJIRA)","RIOHACHA",28405,217719
2022,"Antioquia","URABA","CHIGORODO",10018,61211
2022,"Atlantico","NORTE (ATLANTICO)","PUERTO COLOMBIA",7144,54401
2021,"Boyaca","CENTRO (BOYACA)","SIACHOQUE",211,6995
2022,"Arauca","ARAUCA","FORTUL",1099,23417
2022,"Bolivar","DIQUE BOLIVARENSE","VILLANUEVA",1551,25559
2022,"Cundinamarca","RIO NEGRO","EL PENON",136,5164
2021,"Huila","CENTRO (HUILA)","GUADALUPE",479,18816
2021,"Boyaca","RICAURTE","TINJACA",144,3425
2021,"Santander","MARES","PUERTO WILCHES",2153,34876
2021,"Cundinamarca","SABANA CENTRO","CHIA",43674,148415
2021,"Caqueta","CAQUETA","EL DONCELLO",1161,19851
2022,"Caldas","ORIENTE (CALDAS)","NORCASIA",322,6100
2022,"Huila","CENTRO (HUILA)","AGRADO",217,9282
2021,"Cundinamarca","RIO NEGRO","TOPAIPI",139,4417
2021,"Putumayo","PUTUMAYO","SAN FRANCISCO",126,6028
2021,"Santander","GUANENTA","SAN JOAQUIN",12,2251
2022,"Arauca","ARAUCA","TAME",5845,52437
2021,"Valle Del Cauca","SUR (VALLE DEL CAUCA)","VIJES",130,13170
2022,"Tolima","SURORIENTE","DOLORES",56,8558
2021,"Narino","CENTRO OCCIDENTE","RICAURTE",69,20313
2021,"Santander","COMUNERA","CONFINES",409,3194
2022,"Antioquia","OCCIDENTE (ANTIOQUIA)","BURITICA",1029,9849
2022,"Boyaca","GUTIERREZ","PANQUEBA",7,1762
2022,"Santander","GARCIA ROVIRA","CEPITA",58,2086
2021,"Antioquia","URABA","CHIGORODO",9805,60646
2022,"Atlantico","OCCIDENTAL","TUBARA",362,18955
2021,"Arauca","ARAUCA","ARAUQUITA",1939,59800
2022,"Cundinamarca","GUALIVA","NIMAIMA",51,4005
2021,"Tolima","ORIENTE (TOLIMA)","VILLARRICA",116,5128
2021,"Valle Del Cauca","SUR (VALLE DEL CAUCA)","CALI",554244,2271293
2022,"Bolivar","LOBA","RIO VIEJO",1105,11332
2021,"Narino","COSTA","ROBERTO PAYAN",156,13083
2021,"Norte De Santander","ORIENTAL","SAN JOSE DE CUCUTA",130558,786991
2021,"Bolivar","LOBA","SAN MARTIN DE LOBA",321,15616
2022,"La Guajira","NORTE (LA GUAJIRA)","MAICAO",9989,195871
2021,"Santander","VELEZ","LA PAZ",18,5096
2022,"Cesar","SUR (CESAR)","LA GLORIA",82,19283
2021,"Boyaca","RICAURTE","SANTANA",209,7888
2021,"Cundinamarca","GUAVIO","GACHALA",120,4680
2021,"Huila","NORTE (HUILA)","TERUEL",586,8388
2022,"La Guajira","SUR (LA GUAJIRA)","EL MOLINO",210,8237
2021,"Cundinamarca","MAGDALENA CENTRO","PULI",27,3600
2022,"Cundinamarca","MAGDALENA CENTRO","GUAYABAL DE SIQUIMA",257,5012
2022,"Bolivar","MONTES DE MARIA (BOLIVAR)","SAN JACINTO",2295,25459
2022,"Quindio","CORDILLERANOS","CORDOBA",482,5855
2021,"Norte De Santander","SUR OCCIDENTE","PAMPLONITA",207,6019
2021,"Risaralda","DOS - VERTIENTE OCCIDENTAL","GUATICA",77,12367
2021,"Santander","VELEZ","GUEPSA",193,5263
2021,"Bolivar","DEPRESION MOMPOSINA","MARGARITA",64,11435
2022,"Huila","OCCIDENTE (HUILA)","PAICOL",789,6992
2021,"Santander","VELEZ","LANDAZURI",56,10440
2022,"Cordoba","SABANAS (CORDOBA)","SAN ANDRES DE SOTAVENTO",652,49909
2021,"Atlantico","SUR (ATLANTICO)","CAMPO DE LA CRUZ",351,24295
2021,"Arauca","ARAUCA","TAME",4847,51221
2021,"Cauca","SUR (CAUCA)","SAN SEBASTIAN",12,11368
2021,"Santander","GUANENTA","ENCINO",10,2658
2021,"Santander","SOTO","LEBRIJA",2991,44745
2021,"Magdalena","CENTRO (MAGDALENA)","CHIVOLO",388,23928
2021,"Antioquia","NORDESTE","REMEDIOS",4597,29747
2022,"Huila","OCCIDENTE (HUILA)","NATAGA",379,6867
2021,"Antioquia","ORIENTE (ANTIOQUIA)","EL SANTUARIO",6413,37132
2021,"Antioquia","OCCIDENTE (ANTIOQUIA)","ABRIAQUI",155,2777
2021,"Cundinamarca","GUALIVA","QUEBRADANEGRA",142,5068
2021,"Boyaca","LENGUPA","SAN EDUARDO",102,1728
2021,"Antioquia","ORIENTE (ANTIOQUIA)","SAN FRANCISCO",242,5839
2021,"Boyaca","MARQUEZ","BOYACA",79,5287
2021,"Cauca","CENTRO (CAUCA)","EL TAMBO",5559,55898
2021,"Antioquia","URABA","MURINDO",117,5183
2021,"Casanare","CASANARE","SABANALARGA",24,3856
2021,"Atlantico","SUR (ATLANTICO)","REPELON",835,28155
2021,"Cauca","NORTE (CAUCA)","SUAREZ",54,33081
2021,"Bolivar","LOBA","EL PENON",36,7895
2022,"Narino","SUR (NARINO)","CUASPUD CARLOSAMA",8,9570
2022,"Cordoba","SAN JORGE (CORDOBA)","PLANETA RICA",3119,67598
2022,"Boyaca","RICAURTE","SANTANA",213,7972
2021,"Putumayo","PUTUMAYO","VALLE DEL GUAMUEZ",2080,34651
2021,"Cundinamarca","GUALIVA","NOCAIMA",270,6635
2022,"Narino","CENTRO (NARINO)","PASTO",85155,408358
2022,"Cundinamarca","GUAVIO","GUASCA",1298,17394
2021,"Cundinamarca","GUALIVA","LA PENA",21,6333
2022,"Antioquia","NORTE (ANTIOQUIA)","DONMATIAS",2327,20020
2021,"Cundinamarca","ALMEIDAS","SESQUILE",2347,12670
2022,"Boyaca","ORIENTE (BOYACA)","SOMONDOCO",7,3011
2022,"Antioquia","VALLE DEL ABURRA","SABANETA",42875,88227
2021,"Narino","COSTA","LA TOLA",31,7563
2022,"Santander","VELEZ","PUERTO PARRA",368,7845
2021,"Cesar","CENTRAL","BECERRIL",151,23847
2022,"Cundinamarca","ALMEIDAS","CHOCONTA",1576,23348
2021,"Choco","ATRATO","EL CARMEN DE ATRATO",139,8770
2022,"Antioquia","SUROESTE","CIUDAD BOLIVAR",3180,27229
2021,"Atlantico","CENTRO ORIENTE","BARANOA",5441,67587
2022,"Antioquia","SUROESTE","HISPANIA",555,5742
2021,"Cundinamarca","ALMEIDAS","TIBIRITA",9,3412
2021,"Meta","RIO META","CABUYARO",63,6389
2021,"Tolima","SURORIENTE","ALPUJARRA",53,4666
2021,"Bolivar","MAGDALENA MEDIO BOLIVARENSE","SAN PABLO",2580,28939
2022,"Antioquia","NORTE (ANTIOQUIA)","BRICENO",754,8389
2021,"Cundinamarca","SABANA OCCIDENTE","BOJACA",193,11084
2021,"Santander","SOTO","PIEDECUESTA",40382,186850
2022,"Caqueta","CAQUETA","BELEN DE LOS ANDAQUIES",190,11380
2021,"Cundinamarca","SUMAPAZ","CABRERA",57,5153
2021,"Antioquia","SUROESTE","JERICO",1793,14106
2022,"Boyaca","SUGAMUXI","NOBSA",1446,16976
2021,"Cauca","ORIENTE (CAUCA)","PAEZ",47,48191
2022,"Antioquia","URABA","TURBO",15710,132225
2022,"Casanare","CASANARE","SABANALARGA",36,3937
2021,"Boyaca","VALDERRAMA","SOCHA",560,8236
2022,"Huila","SUR (HUILA)","SAN AGUSTIN",1995,35116
2022,"Boyaca","ORIENTE (BOYACA)","GUAYATA",122,3480
2021,"Cundinamarca","SABANA CENTRO","GACHANCIPA",2650,18943
2022,"Cundinamarca","SUMAPAZ","TIBACUY",153,4848
2021,"Atlantico","OCCIDENTAL","USIACURI",228,13266
2022,"Boyaca","SUGAMUXI","CUITIVA",66,1878
2021,"Huila","SUR (HUILA)","ISNOS",777,26555
2022,"Huila","CENTRO (HUILA)","PITAL",699,14623
2021,"Meta","PIEDEMONTE","CUMARAL",2842,24114
2022,"Cundinamarca","SABANA OCCIDENTE","FACATATIVA",29082,161165
2022,"Narino","SUR (NARINO)","PUPIALES",321,18069
2022,"Boyaca","OCCIDENTE (BOYACA)","MARIPI",16,5948
2021,"Huila","SUR (HUILA)","SALADOBLANCO",66,10989
2021,"Atlantico","NORTE (ATLANTICO)","BARRANQUILLA",268119,1294390
2022,"Santander","VELEZ","SUCRE",17,7484
2022,"Putumayo","PUTUMAYO","PUERTO CAICEDO",83,16563
2022,"Santander","COMUNERA","GUAPOTA",483,2464
2021,"Narino","COSTA","SANTA BARBARA",44,13898
2022,"Guainia","GUAINIA","SAN FELIPE",23,1913
2022,"Vichada","VICHADA","CUMARIBO",51,83791
2022,"Boyaca","OCCIDENTE (BOYACA)","CALDAS",9,3259
2021,"Cordoba","COSTANERA","CANALETE",119,16078
2022,"Santander","GUANENTA","VILLANUEVA",35,8625
2021,"Caqueta","CAQUETA","MILAN",414,10096
2022,"Cundinamarca","ALMEIDAS","VILLAPINZON",865,19410
2021,"Cundinamarca","ORIENTE (CUNDINAMARCA)","UNE",367,7566
2022,"Cauca","OCCIDENTE (CAUCA)","TIMBIQUI",93,27521
2021,"Cundinamarca","BAJO MAGDALENA","CAPARRAPI",773,13463
2021,"Boyaca","GUTIERREZ","CHISCAS",118,4063
2021,"Norte De Santander","ORIENTAL","VILLA DEL ROSARIO",17444,112536
2021,"Tolima","IBAGUE","IBAGUE",143869,537856
2021,"Cundinamarca","SABANA CENTRO","TABIO",4608,24099
2022,"Cundinamarca","GUALIVA","SAN FRANCISCO",1346,12278
2022,"Amazonas","AMAZONAS","EL ENCANTO",2,2109
2022,"Sucre","SABANAS (SUCRE)","COROZAL",7221,69840
2021,"Cundinamarca","MAGDALENA CENTRO","CHAGUANI",26,4512
2021,"Boyaca","TUNDAMA","BELEN",1087,7726
2021,"Magdalena","NORTE (MAGDALENA)","ALGARROBO",1139,17038
2022,"Meta","ARIARI","PUERTO CONCORDIA",18,8907
2021,"Narino","NORTE (NARINO)","LA CRUZ",1256,19156
2022,"Boyaca","NEIRA","PACHAVITA",8,2567
2022,"Caqueta","CAQUETA","SOLANO",115,11915
2022,"Tolima","IBAGUE","IBAGUE",152850,539745
2021,"Santander","VELEZ","LA BELLEZA",292,6494
2022,"Sucre","MONTES DE MARIA (SUCRE)","OVEJAS",1563,23580
2022,"Atlantico","SUR (ATLANTICO)","CANDELARIA",617,17430
2021,"Santander","MARES","BARRANCABERMEJA",46835,210805
2021,"Caqueta","CAQUETA","MORELIA",158,3834
2022,"Cundinamarca","RIO NEGRO","SAN CAYETANO",69,5368
2021,"Caqueta","CAQUETA","FLORENCIA",26324,175182
2022,"Bolivar","MAGDALENA MEDIO BOLIVARENSE","SAN PABLO",4064,29249
2021,"Antioquia","NORTE (ANTIOQUIA)","ITUANGO",1236,28142
2021,"Valle Del Cauca","NORTE (VALLE DEL CAUCA)","BOLIVAR",668,16337
2022,"Bolivar","MAGDALENA MEDIO BOLIVARENSE","CANTAGALLO",98,8937
2022,"Narino","CENTRO (NARINO)","SANDONA",532,21113
2022,"Caldas","CENTRO (CALDAS)","CHINCHINA",9028,52984
2022,"Tolima","SUR (TOLIMA)","ORTEGA",500,34562
2021,"Huila","CENTRO (HUILA)","TARQUI",686,18327
2021,"Caldas","BAJO OCCIDENTE","SAN JOSE",209,4858
2022,"Cesar","NOROCCIDENTAL","EL PASO",755,42198
2021,"Norte De Santander","OCCIDENTE (NORTE DE SANTANDER)","LA ESPERANZA",70,12736
2022,"Narino","SUR (NARINO)","IPIALES",8538,120090
2021,"Santander","GARCIA ROVIRA","CONCEPCION",444,5894
2022,"Cundinamarca","MAGDALENA CENTRO","VIANI",190,4887
2022,"Cundinamarca","ORIENTE (CUNDINAMARCA)","GUAYABETAL",270,7055
2021,"Cundinamarca","UBATE","SIMIJACA",1811,14205
2021,"Narino","SUR (NARINO)","IPIALES",8000,119416
2022,"Cundinamarca","SUMAPAZ","GRANADA",495,8009
2021,"Santander","VELEZ","JESUS MARIA",22,3371
2022,"Antioquia","MAGDALENA MEDIO","PUERTO TRIUNFO",1239,19222
2021,"Boyaca","TUNDAMA","TUTAZA",25,2106
2021,"Boyaca","LENGUPA","BERBEO",81,1645
2022,"Cundinamarca","SUMAPAZ","PASCA",448,10197
2021,"Vaupes","VAUPES","YAVARATE",1,1128
2022,"Cundinamarca","SABANA CENTRO","CAJICA",31044,95257
2021,"Antioquia","NORDESTE","SEGOVIA",12714,39856
2021,"Cordoba","COSTANERA","SAN BERNARDO DEL VIENTO",400,38929
2022,"Antioquia","ORIENTE (ANTIOQUIA)","SONSON",3960,37850
2022,"Cordoba","COSTANERA","SAN ANTERO",3149,35953
2021,"Antioquia","ORIENTE (ANTIOQUIA)","ARGELIA",246,7831
2022,"Antioquia","URABA","VIGIA DEL FUERTE",175,9583
2021,"Antioquia","ORIENTE (ANTIOQUIA)","SAN CARLOS",1485,16538
2022,"Cesar","CENTRAL","CURUMANI",1737,42061
2021,"Magdalena","SUR (MAGDALENA)","PIJINO DEL CARMEN",576,13094
2022,"Tolima","IBAGUE","ESPINAL",15784,74366
2021,"Sucre","SABANAS (SUCRE)","SAN PEDRO",424,19526
2021,"Antioquia","SUROESTE","MONTEBELLO",448,6840
2022,"Cauca","OCCIDENTE (CAUCA)","LOPEZ",124,19530
2021,"Vichada","VICHADA","PUERTO CARRENO",1205,21389
2022,"Antioquia","NORTE (ANTIOQUIA)","TOLEDO",179,5185
2021,"Narino","COSTA","MAGUI",67,25723
2021,"Caldas","ALTO ORIENTE","MARULANDA",26,2684
2022,"Cundinamarca","TEQUENDAMA","LA MESA",3774,37487
2021,"Santander","SOTO","FLORIDABLANCA",77769,328199
2021,"Meta","ARIARI","EL CASTILLO",18,8283
2021,"La Guajira","SUR (LA GUAJIRA)","VILLANUEVA",1810,31630
2021,"Choco","PACIFICO SUR","MEDIO BAUDO",38,16058
